date,year,month,day,weekofyear,weekday,is_weekend,is_holiday,temperature,rain_mm,store_id,country,city,channel,latitude,longitude,sku_id,sku_name,category,subcategory,brand,units_sold,list_price,discount_pct,promo_flag,gross_sales,net_sales,stock_on_hand,stock_out_flag,lead_time_days,supplier_id,purchase_cost,margin_pct
2021-10-24,2021,10,24,42,6,1,0,13.45,3.34,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0018,BrandF Water,Beverages,Water,BrandF,76,14.52,0.0,0,1103.52,1103.52,171,0,7,S042,7.5,0.484
2022-01-18,2022,1,18,3,1,0,0,12.55,4.26,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,45,6.24,0.0,0,280.8,280.8,339,0,9,S036,4.4,0.295
2022-05-25,2022,5,25,21,2,0,0,20.6,5.69,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0078,BrandF Softener,Home Care,Softener,BrandF,46,14.8,0.0,0,680.8,680.8,260,0,7,S045,7.55,0.49
2023-05-08,2023,5,8,19,0,0,0,16.51,0.29,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0081,BrandC Cleaner,Home Care,Cleaner,BrandC,44,6.15,0.0,0,270.6,270.6,509,0,4,S051,3.49,0.432
2021-09-02,2021,9,2,35,3,0,0,7.77,4.76,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,26,14.47,0.0,0,376.22,376.22,378,0,4,S034,10.25,0.292
2021-07-17,2021,7,17,28,5,1,0,12.59,2.8,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0076,BrandD Softener,Home Care,Softener,BrandD,11,13.72,0.0,0,150.92,150.92,401,0,9,S047,9.59,0.301
2022-10-27,2022,10,27,43,3,0,0,11.52,2.1,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,70,6.24,0.0,0,436.8,436.8,171,0,4,S058,4.62,0.259
2021-03-31,2021,3,31,13,2,0,0,19.15,3.54,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,74,3.26,0.0,0,241.24,241.24,244,0,7,S024,2.01,0.384
2022-11-02,2022,11,2,44,2,0,0,7.38,3.39,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,36,13.61,0.0,0,489.96,489.96,303,0,6,S028,7.19,0.472
2021-05-02,2021,5,2,17,6,1,0,5.38,1.33,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,122,10.9,0.0,0,1329.8,1329.8,362,0,9,S032,7.45,0.316
2022-09-27,2022,9,27,39,1,0,0,19.27,2.69,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,111,10.9,0.0,0,1209.9,1209.9,127,0,7,S044,6.07,0.443
2021-12-27,2021,12,27,52,0,0,0,14.38,5.4,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0087,BrandC Shampoo,Personal Care,Shampoo,BrandC,27,8.17,0.0,0,220.59,220.59,347,0,9,S016,3.81,0.534
2022-10-30,2022,10,30,43,6,1,0,19.11,4.04,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0016,BrandD Water,Beverages,Water,BrandD,25,9.51,0.0,0,237.75,237.75,245,0,4,S014,4.89,0.485
2022-03-19,2022,3,19,11,5,1,0,14.24,0.6,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0090,BrandF Shampoo,Personal Care,Shampoo,BrandF,15,14.11,0.0,0,211.65,211.65,194,0,4,S001,10.48,0.258
2021-01-09,2021,1,9,1,5,1,0,9.56,0.26,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0014,BrandB Water,Beverages,Water,BrandB,4,3.8,0.0,0,15.2,15.2,411,1,8,S033,2.29,0.398
2023-04-08,2023,4,8,14,5,1,0,11.38,1.61,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0025,BrandA Chips,Snacks,Chips,BrandA,11,8.65,0.0,0,95.15,95.15,219,0,6,S016,6.29,0.273
2022-08-22,2022,8,22,34,0,0,0,16.31,3.07,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0028,BrandD Chips,Snacks,Chips,BrandD,68,9.37,0.0,0,637.16,637.16,302,0,7,S032,5.4,0.424
2021-03-16,2021,3,16,11,1,0,0,15.21,2.97,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0034,BrandD Chocolate,Snacks,Chocolate,BrandD,100,2.97,0.0,0,297.0,297.0,237,0,9,S022,1.85,0.376
2022-08-13,2022,8,13,32,5,1,0,11.8,0.08,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,124,5.36,0.0,0,664.64,664.64,222,0,5,S055,2.82,0.473
2023-10-13,2023,10,13,41,4,0,0,8.86,3.23,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,53,4.19,0.0,0,222.07,222.07,342,0,7,S060,2.93,0.301
2022-08-14,2022,8,14,32,6,1,0,15.71,3.46,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0051,BrandC Yogurt,Dairy,Yogurt,BrandC,97,1.44,0.0,0,139.68,139.68,246,0,8,S054,0.94,0.347
2023-11-09,2023,11,9,45,3,0,0,14.28,6.56,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0101,BrandE Toothpaste,Personal Care,Toothpaste,BrandE,14,9.99,0.0,0,139.86,139.86,367,0,5,S059,6.82,0.318
2021-01-12,2021,1,12,2,1,0,0,6.64,2.34,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0041,BrandE Biscuits,Snacks,Biscuits,BrandE,181,13.08,0.3,1,2367.48,1657.24,383,0,8,S042,7.76,0.107
2021-11-03,2021,11,3,44,2,0,0,8.96,0.37,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,57,2.68,0.0,0,152.76,152.76,437,0,7,S031,1.61,0.4
2022-03-21,2022,3,21,12,0,0,0,15.25,1.09,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0008,BrandB Juice,Beverages,Juice,BrandB,37,3.55,0.0,0,131.35,131.35,237,0,4,S043,2.07,0.418
2021-01-17,2021,1,17,2,6,1,0,14.8,5.24,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0086,BrandB Shampoo,Personal Care,Shampoo,BrandB,20,10.49,0.15,1,209.8,178.33,281,0,6,S033,5.57,0.319
2022-04-28,2022,4,28,17,3,0,0,20.03,2.9,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,81,13.42,0.0,0,1087.02,1087.02,321,0,8,S011,9.24,0.311
2021-02-23,2021,2,23,8,1,0,0,10.83,4.37,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,18,6.02,0.15,1,108.36,92.11,272,0,5,S053,3.44,0.279
2022-11-29,2022,11,29,48,1,0,0,12.71,3.82,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0086,BrandB Shampoo,Personal Care,Shampoo,BrandB,8,10.49,0.0,0,83.92,83.92,173,0,8,S049,5.95,0.432
2022-08-17,2022,8,17,33,2,0,0,9.72,4.16,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0050,BrandB Yogurt,Dairy,Yogurt,BrandB,20,1.36,0.0,0,27.2,27.2,274,0,7,S059,0.98,0.282
2022-09-01,2022,9,1,35,3,0,0,12.09,1.8,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,30,6.24,0.15,1,187.2,159.12,389,1,6,S040,3.54,0.283
2021-12-29,2021,12,29,52,2,0,0,13.23,6.82,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,115,10.9,0.0,0,1253.5,1253.5,299,0,7,S001,6.1,0.441
2023-09-19,2023,9,19,38,1,0,0,11.85,3.63,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,71,10.9,0.0,0,773.9,773.9,291,0,5,S022,6.85,0.371
2021-09-24,2021,9,24,38,4,0,0,14.55,6.19,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0055,BrandA Milk,Dairy,Milk,BrandA,10,4.2,0.0,0,42.0,42.0,267,0,5,S001,2.07,0.506
2023-08-01,2023,8,1,31,1,0,0,12.43,3.64,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0007,BrandA Juice,Beverages,Juice,BrandA,33,12.65,0.0,0,417.45,417.45,272,0,11,S035,5.7,0.549
2021-11-29,2021,11,29,48,0,0,0,15.65,0.83,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0022,BrandD Energy drink,Beverages,Energy drink,BrandD,91,1.48,0.0,0,134.68,134.68,265,0,6,S039,0.7,0.527
2021-05-27,2021,5,27,21,3,0,0,12.76,6.12,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,14,11.8,0.0,0,165.2,165.2,388,0,8,S007,6.47,0.451
2023-11-01,2023,11,1,44,2,0,0,12.47,0.04,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0050,BrandB Yogurt,Dairy,Yogurt,BrandB,16,1.36,0.0,0,21.76,21.76,269,0,8,S011,0.65,0.519
2023-05-12,2023,5,12,19,4,0,0,11.42,5.22,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0090,BrandF Shampoo,Personal Care,Shampoo,BrandF,16,14.11,0.0,0,225.76,225.76,342,0,7,S001,7.18,0.491
2022-09-06,2022,9,6,36,1,0,0,8.77,4.23,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0005,BrandE Soda,Beverages,Soda,BrandE,59,9.42,0.0,0,555.78,555.78,424,0,7,S058,6.07,0.355
2023-10-05,2023,10,5,40,3,0,0,12.61,0.2,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0060,BrandF Milk,Dairy,Milk,BrandF,53,13.5,0.0,0,715.5,715.5,291,0,9,S042,7.59,0.437
2022-12-11,2022,12,11,49,6,1,0,13.12,0.33,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,39,6.02,0.15,1,234.78,199.56,158,0,8,S057,2.91,0.367
2021-08-04,2021,8,4,31,2,0,0,8.35,2.51,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0078,BrandF Softener,Home Care,Softener,BrandF,46,14.8,0.0,0,680.8,680.8,359,0,4,S008,8.57,0.421
2023-01-28,2023,1,28,4,5,1,0,16.46,0.39,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0024,BrandF Energy drink,Beverages,Energy drink,BrandF,25,5.36,0.0,0,134.0,134.0,283,0,3,S036,2.67,0.502
2022-05-15,2022,5,15,19,6,1,0,10.49,1.01,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,39,4.33,0.0,0,168.87,168.87,297,0,5,S036,3.01,0.304
2023-08-07,2023,8,7,32,0,0,0,10.58,2.01,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0043,BrandA Nuts,Snacks,Nuts,BrandA,43,5.35,0.0,0,230.05,230.05,388,0,6,S033,3.98,0.256
2022-01-22,2022,1,22,3,5,1,0,14.8,5.21,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0018,BrandF Water,Beverages,Water,BrandF,56,14.52,0.0,0,813.12,813.12,326,0,5,S027,6.64,0.543
2023-11-15,2023,11,15,46,2,0,0,5.28,4.67,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0095,BrandE Soap,Personal Care,Soap,BrandE,41,8.42,0.0,0,345.22,345.22,379,0,4,S005,5.16,0.388
2022-11-30,2022,11,30,48,2,0,0,12.78,1.45,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0082,BrandD Cleaner,Home Care,Cleaner,BrandD,86,9.87,0.0,0,848.82,848.82,365,0,10,S026,5.53,0.44
2021-11-09,2021,11,9,45,1,0,0,16.28,4.24,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0029,BrandE Chips,Snacks,Chips,BrandE,59,2.24,0.0,0,132.16,132.16,345,0,6,S026,1.39,0.378
2021-07-30,2021,7,30,30,4,0,0,15.45,0.96,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0056,BrandB Milk,Dairy,Milk,BrandB,27,5.06,0.0,0,136.62,136.62,235,0,10,S049,3.6,0.288
2023-02-17,2023,2,17,7,4,0,0,20.36,1.31,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,46,2.68,0.0,0,123.28,123.28,332,0,11,S043,1.76,0.344
2021-09-17,2021,9,17,37,4,0,0,15.8,1.27,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0051,BrandC Yogurt,Dairy,Yogurt,BrandC,99,1.44,0.0,0,142.56,142.56,308,0,5,S008,0.97,0.325
2021-05-24,2021,5,24,21,0,0,0,13.94,0.04,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,68,10.58,0.0,0,719.44,719.44,341,0,6,S046,5.42,0.487
2021-06-26,2021,6,26,25,5,1,0,13.24,2.37,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,39,2.71,0.0,0,105.69,105.69,417,0,6,S052,1.98,0.268
2023-01-24,2023,1,24,4,1,0,0,11.3,2.57,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,59,4.19,0.0,0,247.21,247.21,263,0,5,S017,2.49,0.407
2023-01-01,2023,1,1,52,6,1,1,8.22,0.02,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0086,BrandB Shampoo,Personal Care,Shampoo,BrandB,9,10.49,0.0,0,94.41,94.41,404,0,4,S019,6.85,0.347
2023-04-08,2023,4,8,14,5,1,0,11.38,1.61,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0063,BrandC Cheese,Dairy,Cheese,BrandC,41,4.19,0.0,0,171.79,171.79,219,0,6,S026,2.62,0.376
2023-07-24,2023,7,24,30,0,0,0,17.73,1.07,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0089,BrandE Shampoo,Personal Care,Shampoo,BrandE,10,10.67,0.0,0,106.7,106.7,258,1,1,S047,6.92,0.352
2022-10-01,2022,10,1,39,5,1,0,8.26,1.99,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0027,BrandC Chips,Snacks,Chips,BrandC,81,14.15,0.0,0,1146.15,1146.15,416,0,6,S028,9.03,0.362
2023-07-30,2023,7,30,30,6,1,0,16.63,8.27,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0099,BrandC Toothpaste,Personal Care,Toothpaste,BrandC,94,11.16,0.0,0,1049.04,1049.04,361,0,8,S049,6.63,0.406
2021-08-09,2021,8,9,32,0,0,0,14.63,2.06,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0071,BrandE Detergent,Home Care,Detergent,BrandE,29,14.47,0.0,0,419.63,419.63,420,0,7,S023,8.54,0.41
2023-09-23,2023,9,23,38,5,1,0,18.29,0.13,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0049,BrandA Yogurt,Dairy,Yogurt,BrandA,23,8.32,0.0,0,191.36,191.36,327,0,7,S013,4.31,0.482
2023-07-10,2023,7,10,28,0,0,0,11.21,1.39,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0034,BrandD Chocolate,Snacks,Chocolate,BrandD,58,2.97,0.0,0,172.26,172.26,251,0,6,S024,1.8,0.394
2022-10-07,2022,10,7,40,4,0,0,14.15,1.96,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0005,BrandE Soda,Beverages,Soda,BrandE,53,9.42,0.0,0,499.26,499.26,174,0,4,S048,4.28,0.546
2022-07-31,2022,7,31,30,6,1,0,14.87,6.6,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,42,2.68,0.0,0,112.56,112.56,269,0,7,S018,1.95,0.272
2022-04-08,2022,4,8,14,4,0,0,10.02,5.71,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0029,BrandE Chips,Snacks,Chips,BrandE,20,2.24,0.0,0,44.8,44.8,322,0,5,S021,1.51,0.324
2023-10-05,2023,10,5,40,3,0,0,12.61,0.2,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0038,BrandB Biscuits,Snacks,Biscuits,BrandB,60,10.9,0.0,0,654.0,654.0,520,0,5,S025,6.6,0.394
2022-07-05,2022,7,5,27,1,0,0,9.77,3.67,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,67,10.58,0.0,0,708.86,708.86,256,0,6,S035,6.94,0.344
2021-04-11,2021,4,11,14,6,1,0,19.22,0.92,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0096,BrandF Soap,Personal Care,Soap,BrandF,85,2.3,0.0,0,195.5,195.5,336,0,10,S005,1.59,0.31
2023-11-10,2023,11,10,45,4,0,0,9.3,3.53,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,12,6.02,0.0,0,72.24,72.24,404,0,6,S045,4.0,0.336
2022-10-29,2022,10,29,43,5,1,0,15.33,1.26,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,71,6.24,0.0,0,443.04,443.04,287,0,6,S046,4.67,0.252
2021-02-18,2021,2,18,7,3,0,0,15.66,5.95,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0003,BrandC Soda,Beverages,Soda,BrandC,17,3.18,0.0,0,54.06,54.06,235,0,8,S011,1.8,0.433
2022-03-16,2022,3,16,11,2,0,0,17.05,1.02,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0064,BrandD Cheese,Dairy,Cheese,BrandD,81,12.45,0.0,0,1008.45,1008.45,403,0,5,S026,6.96,0.441
2022-04-17,2022,4,17,15,6,1,0,9.41,2.0,STORE0011,Italy,Rome,Hypermarket,41.90833,12.51294,SKU0002,BrandB Soda,Beverages,Soda,BrandB,87,11.25,0.0,0,978.75,978.75,232,0,8,S009,6.62,0.411
2021-01-10,2021,1,10,1,6,1,0,13.42,0.72,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0014,BrandB Water,Beverages,Water,BrandB,89,3.8,0.0,0,338.2,338.2,197,0,7,S041,2.09,0.45
2021-01-24,2021,1,24,3,6,1,0,12.86,0.07,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0102,BrandF Toothpaste,Personal Care,Toothpaste,BrandF,49,3.26,0.0,0,159.74,159.74,207,0,11,S008,1.81,0.444
2023-09-18,2023,9,18,38,0,0,0,12.54,0.52,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0018,BrandF Water,Beverages,Water,BrandF,42,14.52,0.0,0,609.84,609.84,182,0,11,S022,8.84,0.391
2023-02-07,2023,2,7,6,1,0,0,10.74,0.92,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,61,13.42,0.0,0,818.62,818.62,378,0,7,S010,6.45,0.52
2023-07-21,2023,7,21,29,4,0,0,11.58,0.13,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0039,BrandC Biscuits,Snacks,Biscuits,BrandC,8,11.8,0.0,0,94.4,94.4,233,0,11,S036,5.45,0.538
2022-06-17,2022,6,17,24,4,0,0,14.84,2.15,STORE0013,Netherlands,Amsterdam,Convenience,52.36231,4.9585,SKU0001,BrandA Soda,Beverages,Soda,BrandA,105,6.24,0.0,0,655.2,655.2,294,0,7,S029,4.34,0.304
2021-06-05,2021,6,5,22,5,1,0,14.13,1.26,STORE0010,Italy,Milan,E-commerce,45.46266,9.19682,SKU0016,BrandD Water,Beverages,Water,BrandD,71,9.51,0.0,0,675.21,675.21,326,0,7,S060,6.94,0.27
2021-02-16,2021,2,16,7,1,0,0,13.59,1.11,STORE0006,France,Paris,Hypermarket,48.87587,2.36046,SKU0037,BrandA Biscuits,Snacks,Biscuits,BrandA,65,1.08,0.0,0,70.2,70.2,313,0,5,S018,0.73,0.325
2022-12-08,2022,12,8,49,3,0,0,7.81,3.26,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0020,BrandB Energy drink,Beverages,Energy drink,BrandB,47,10.58,0.0,0,497.26,497.26,194,0,9,S002,5.42,0.488
2021-10-07,2021,10,7,40,3,0,0,7.37,0.58,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0013,BrandA Water,Beverages,Water,BrandA,58,7.38,0.0,0,428.04,428.04,180,0,4,S008,5.48,0.257
2023-06-22,2023,6,22,25,3,0,0,13.87,3.64,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0093,BrandC Soap,Personal Care,Soap,BrandC,106,4.61,0.0,0,488.66,488.66,359,0,6,S060,2.86,0.38
2022-03-31,2022,3,31,13,3,0,0,14.97,1.69,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,64,4.33,0.0,0,277.12,277.12,426,0,7,S058,2.67,0.383
2022-07-30,2022,7,30,30,5,1,0,14.35,4.64,STORE0003,Italy,Milan,Supermarket,45.44037,9.20313,SKU0049,BrandA Yogurt,Dairy,Yogurt,BrandA,41,8.32,0.0,0,341.12,341.12,162,0,7,S020,5.7,0.315
2022-05-06,2022,5,6,18,4,0,0,13.13,4.45,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0025,BrandA Chips,Snacks,Chips,BrandA,29,8.65,0.0,0,250.85,250.85,233,0,7,S001,5.43,0.372
2023-01-10,2023,1,10,2,1,0,0,12.84,4.08,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0016,BrandD Water,Beverages,Water,BrandD,22,9.51,0.0,0,209.22,209.22,188,0,9,S036,4.48,0.529
2021-12-03,2021,12,3,48,4,0,0,8.65,0.89,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0048,BrandF Nuts,Snacks,Nuts,BrandF,116,11.79,0.0,0,1367.64,1367.64,250,0,4,S010,5.45,0.538
2023-01-24,2023,1,24,4,1,0,0,11.3,2.57,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0082,BrandD Cleaner,Home Care,Cleaner,BrandD,48,9.87,0.0,0,473.76,473.76,197,0,7,S004,6.06,0.386
2022-06-01,2022,6,1,22,2,0,0,9.4,3.64,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0080,BrandB Cleaner,Home Care,Cleaner,BrandB,80,4.33,0.0,0,346.4,346.4,138,0,7,S052,2.14,0.505
2023-07-02,2023,7,2,26,6,1,0,16.51,10.96,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0044,BrandB Nuts,Snacks,Nuts,BrandB,65,11.21,0.0,0,728.65,728.65,204,0,8,S029,6.12,0.454
2021-06-03,2021,6,3,22,3,0,0,15.03,2.23,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0005,BrandE Soda,Beverages,Soda,BrandE,64,9.42,0.0,0,602.88,602.88,193,0,7,S022,5.05,0.464
2021-10-18,2021,10,18,42,0,0,0,11.75,1.11,STORE0009,Spain,Barcelona,E-commerce,41.36731,2.15708,SKU0067,BrandA Detergent,Home Care,Detergent,BrandA,39,2.68,0.0,0,104.52,104.52,203,0,3,S046,1.64,0.388
2022-05-27,2022,5,27,21,4,0,0,15.79,9.24,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0017,BrandE Water,Beverages,Water,BrandE,234,1.91,0.15,1,446.94,379.9,252,0,7,S026,1.35,0.143
2023-07-13,2023,7,13,28,3,0,0,17.04,3.67,STORE0001,Germany,Berlin,Hypermarket,52.52586,13.39071,SKU0037,BrandA Biscuits,Snacks,Biscuits,BrandA,81,1.08,0.0,0,87.48,87.48,418,0,6,S041,0.81,0.25
2021-07-11,2021,7,11,27,6,1,0,13.7,7.7,STORE0008,Austria,Vienna,Hypermarket,48.20329,16.35873,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,16,6.02,0.0,0,96.32,96.32,175,0,6,S033,4.36,0.276
2021-04-05,2021,4,5,14,0,0,0,5.52,5.33,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0027,BrandC Chips,Snacks,Chips,BrandC,142,14.15,0.0,0,2009.3,2009.3,200,0,5,S024,7.42,0.475
2021-12-22,2021,12,22,51,2,0,0,19.73,3.67,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0021,BrandC Energy drink,Beverages,Energy drink,BrandC,87,2.71,0.0,0,235.77,235.77,243,0,7,S001,1.8,0.337
2023-10-07,2023,10,7,40,5,1,0,8.32,3.37,STORE0004,Germany,Berlin,Hypermarket,52.50051,13.42074,SKU0040,BrandD Biscuits,Snacks,Biscuits,BrandD,30,6.02,0.0,0,180.6,180.6,301,0,5,S038,3.69,0.387
2022-08-05,2022,8,5,31,4,0,0,10.62,2.79,STORE0007,Spain,Barcelona,Supermarket,41.40154,2.21134,SKU0045,BrandC Nuts,Snacks,Nuts,BrandC,40,13.42,0.0,0,536.8,536.8,284,0,9,S012,9.27,0.31
2023-03-05,2023,3,5,9,6,1,0,10.83,0.36,STORE0002,Italy,Rome,Supermarket,41.94012,12.50588,SKU0008,BrandB Juice,Beverages,Juice,BrandB,9,3.55,0.0,0,31.95,31.95,380,0,6,S044,2.58,0.274
2022-03-09,2022,3,9,10,2,0,0,6.97,0.77,STORE0012,Spain,Madrid,E-commerce,40.41706,-3.67473,SKU0097,BrandA Toothpaste,Personal Care,Toothpaste,BrandA,70,13.61,0.0,0,952.7,952.7,316,0,9,S046,8.88,0.348
2023-01-25,2023,1,25,4,2,0,0,11.97,5.34,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0007,BrandA Juice,Beverages,Juice,BrandA,37,12.65,0.0,0,468.05,468.05,197,0,5,S036,9.15,0.277
2023-03-10,2023,3,10,10,4,0,0,15.88,4.49,STORE0005,Poland,Warsaw,Hypermarket,52.25287,20.99579,SKU0043,BrandA Nuts,Snacks,Nuts,BrandA,78,5.35,0.1,1,417.3,375.57,304,0,7,S041,3.71,0.206
